timestamp,coinone_btc_krw,bitvavo_btc_eur,eur_krw_rate,bitvavo_btc_krw,kimchi_premium_percent
2025-05-14 19:50:27,145340000.0,92376.0,1582.85,146217352.0,-0.6
2025-05-14 22:41:00,146310000.0,92883.0,1582.85,147019857.0,-0.48
2025-05-14 22:41:10,146250000.0,92707.0,1582.85,146741275.0,-0.33
2025-05-14 22:41:20,146240000.0,92707.0,1582.85,146741275.0,-0.34
2025-05-14 22:41:30,146210000.0,92707.0,1582.85,146741275.0,-0.36
2025-05-14 22:41:40,146200000.0,92707.0,1582.85,146741275.0,-0.37
2025-05-14 22:41:50,146230000.0,92726.0,1582.85,146771349.0,-0.37
